order_date,sales,year,month,day,day_name,day_of_week,date_is_weekend
2016-05-31,252.007,2016,5,31,Tuesday,1,0
2016-11-17,10.776,2016,11,17,Thursday,3,0
2016-03-20,11.992,2016,3,20,Sunday,6,1
2016-12-18,900.08,2016,12,18,Sunday,6,1
2016-08-06,211.168,2016,8,6,Saturday,5,1
2016-08-20,14.78,2016,8,20,Saturday,5,1
2016-09-12,230.088,2016,9,12,Monday,0,0
2016-12-20,34.34,2016,12,20,Tuesday,1,0
2016-10-21,7.92,2016,10,21,Friday,4,0
2016-10-23,17.05,2016,10,23,Sunday,6,1
2016-09-05,112.12,2016,9,5,Monday,0,0
2016-04-21,8.32,2016,4,21,Thursday,3,0
2016-12-26,18.72,2016,12,26,Monday,0,0
2016-09-01,744.15,2016,9,1,Thursday,3,0
2016-09-22,16.52,2016,9,22,Thursday,3,0
2016-01-15,311.97,2016,1,15,Friday,4,0
2016-11-27,271.992,2016,11,27,Sunday,6,1
2016-11-08,993.9,2016,11,8,Tuesday,1,0
2016-07-01,85.5,2016,7,1,Friday,4,0
2016-11-12,383.14,2016,11,12,Saturday,5,1
2016-11-07,1603.136,2016,11,7,Monday,0,0
2016-08-26,1184.7,2016,8,26,Friday,4,0
2016-06-26,5.304,2016,6,26,Sunday,6,1
2016-05-15,13.776,2016,5,15,Sunday,6,1
2016-09-12,68.52,2016,9,12,Monday,0,0
2016-07-08,839.944,2016,7,8,Friday,4,0
2016-07-08,12.96,2016,7,8,Friday,4,0
2016-06-20,44.04,2016,6,20,Monday,0,0
2016-03-29,1702.38,2016,3,29,Tuesday,1,0
2016-10-27,40.2,2016,10,27,Thursday,3,0
2016-11-21,32.4,2016,11,21,Monday,0,0
2016-10-17,436.96,2016,10,17,Monday,0,0
2016-05-30,1282.61,2016,5,30,Monday,0,0
2016-06-15,173.488,2016,6,15,Wednesday,2,0
2016-04-13,6.12,2016,4,13,Wednesday,2,0
2016-04-28,29.472,2016,4,28,Thursday,3,0
2016-11-10,29.74,2016,11,10,Thursday,3,0
2016-09-08,146.04,2016,9,8,Thursday,3,0
2016-09-11,224.75,2016,9,11,Sunday,6,1
2016-09-14,1111.418,2016,9,14,Wednesday,2,0
2016-09-03,30.96,2016,9,3,Saturday,5,1
2016-03-09,435.85,2016,3,9,Wednesday,2,0
2016-10-25,783.96,2016,10,25,Tuesday,1,0
2016-01-25,27.21,2016,1,25,Monday,0,0
2016-08-18,39.99,2016,8,18,Thursday,3,0
2016-06-27,577.122,2016,6,27,Monday,0,0
2016-12-03,1761.85,2016,12,3,Saturday,5,1
2016-01-30,381.804,2016,1,30,Saturday,5,1
2016-05-30,839.988,2016,5,30,Monday,0,0
2016-10-30,143.702,2016,10,30,Sunday,6,1
2016-10-13,362.342,2016,10,13,Thursday,3,0
2016-03-04,16.99,2016,3,4,Friday,4,0
2016-05-02,187.056,2016,5,2,Monday,0,0
2016-02-01,105.52,2016,2,1,Monday,0,0
2016-05-22,222.384,2016,5,22,Sunday,6,1
2016-09-24,127.95,2016,9,24,Saturday,5,1
2016-05-23,4.98,2016,5,23,Monday,0,0
2016-11-16,28.4,2016,11,16,Wednesday,2,0
2016-09-05,9.555,2016,9,5,Monday,0,0
2016-06-09,692.94,2016,6,9,Thursday,3,0
2016-08-15,225.296,2016,8,15,Monday,0,0
2016-11-22,72.892,2016,11,22,Tuesday,1,0
2016-12-10,321.568,2016,12,10,Saturday,5,1
2016-06-28,475.86,2016,6,28,Tuesday,1,0
2016-04-30,7.712,2016,4,30,Saturday,5,1
2016-04-07,37.94,2016,4,7,Thursday,3,0
2016-06-13,377.97,2016,6,13,Monday,0,0
2016-10-07,10.56,2016,10,7,Friday,4,0
2016-09-08,99.872,2016,9,8,Thursday,3,0
2016-12-26,239.43,2016,12,26,Monday,0,0
2016-09-24,83.66,2016,9,24,Saturday,5,1
2016-12-17,46.53,2016,12,17,Saturday,5,1
2016-09-14,25.92,2016,9,14,Wednesday,2,0
2016-12-16,21.21,2016,12,16,Friday,4,0
2016-07-08,127.28,2016,7,8,Friday,4,0
2016-09-01,71.156,2016,9,1,Thursday,3,0
2016-11-13,44.02,2016,11,13,Sunday,6,1
2016-10-21,1179.27,2016,10,21,Friday,4,0
2016-12-17,2003.52,2016,12,17,Saturday,5,1
2016-04-18,240.04,2016,4,18,Monday,0,0
2016-05-28,54.9,2016,5,28,Saturday,5,1
2016-08-13,21.504,2016,8,13,Saturday,5,1
2016-06-14,337.176,2016,6,14,Tuesday,1,0
2016-08-12,1399.944,2016,8,12,Friday,4,0
2016-08-01,1085.688,2016,8,1,Monday,0,0
2016-10-01,111.75,2016,10,1,Saturday,5,1
2016-08-13,250.48,2016,8,13,Saturday,5,1
2016-08-02,482.584,2016,8,2,Tuesday,1,0
2016-12-29,754.45,2016,12,29,Thursday,3,0
2016-10-14,305.248,2016,10,14,Friday,4,0
2016-05-29,60.485,2016,5,29,Sunday,6,1
2016-07-08,911.256,2016,7,8,Friday,4,0
2016-11-30,933.95,2016,11,30,Wednesday,2,0
2016-10-27,68.952,2016,10,27,Thursday,3,0
2016-07-16,57.24,2016,7,16,Saturday,5,1
2016-07-16,199.18,2016,7,16,Saturday,5,1
2016-07-19,425.954,2016,7,19,Tuesday,1,0
2016-05-19,641.96,2016,5,19,Thursday,3,0
2016-12-24,799.56,2016,12,24,Saturday,5,1
2016-05-26,83.15,2016,5,26,Thursday,3,0
2016-11-05,1120.73,2016,11,5,Saturday,5,1
2016-12-01,840.0,2016,12,1,Thursday,3,0
2016-11-19,18.48,2016,11,19,Saturday,5,1
2016-09-18,107.396,2016,9,18,Sunday,6,1
2016-07-14,88.15,2016,7,14,Thursday,3,0
2016-10-01,194.848,2016,10,1,Saturday,5,1
2016-10-10,227.658,2016,10,10,Monday,0,0
2016-09-26,9.99,2016,9,26,Monday,0,0
2016-12-29,27.792,2016,12,29,Thursday,3,0
2016-06-04,677.949,2016,6,4,Saturday,5,1
2016-07-18,140.81,2016,7,18,Monday,0,0
2016-12-23,1999.96,2016,12,23,Friday,4,0
2016-12-23,24.85,2016,12,23,Friday,4,0
2016-08-23,1091.44,2016,8,23,Tuesday,1,0
2016-01-31,23.36,2016,1,31,Sunday,6,1
2016-09-03,1422.252,2016,9,3,Saturday,5,1
2016-05-02,330.82,2016,5,2,Monday,0,0
2016-01-04,109.252,2016,1,4,Monday,0,0
2016-11-04,686.4,2016,11,4,Friday,4,0
2016-12-08,10.584,2016,12,8,Thursday,3,0
2016-03-04,159.98,2016,3,4,Friday,4,0
2016-05-17,253.03,2016,5,17,Tuesday,1,0
2016-05-30,123.92,2016,5,30,Monday,0,0
2016-08-29,162.388,2016,8,29,Monday,0,0
2016-11-18,103.968,2016,11,18,Friday,4,0
2016-09-19,69.52,2016,9,19,Monday,0,0
2016-09-22,35.88,2016,9,22,Thursday,3,0
2016-11-10,1467.134,2016,11,10,Thursday,3,0
2016-09-05,1024.637,2016,9,5,Monday,0,0
2016-01-07,48.996,2016,1,7,Thursday,3,0
2016-03-13,361.104,2016,3,13,Sunday,6,1
2016-02-02,8805.04,2016,2,2,Tuesday,1,0
2016-08-06,70.88,2016,8,6,Saturday,5,1
2016-10-24,15.552,2016,10,24,Monday,0,0
2016-09-23,197.968,2016,9,23,Friday,4,0
2016-03-10,4173.812,2016,3,10,Thursday,3,0
2016-11-03,184.149,2016,11,3,Thursday,3,0
2016-04-04,177.78,2016,4,4,Monday,0,0
2016-11-01,273.59,2016,11,1,Tuesday,1,0
2016-06-17,111.96,2016,6,17,Friday,4,0
2016-03-13,628.937,2016,3,13,Sunday,6,1
2016-11-27,31.56,2016,11,27,Sunday,6,1
2016-05-22,14.73,2016,5,22,Sunday,6,1
2016-04-05,158.368,2016,4,5,Tuesday,1,0
2016-09-17,219.472,2016,9,17,Saturday,5,1
2016-09-03,8.808,2016,9,3,Saturday,5,1
2016-05-09,27.86,2016,5,9,Monday,0,0
2016-01-31,1396.35,2016,1,31,Sunday,6,1
2016-08-29,419.87,2016,8,29,Monday,0,0
2016-07-07,339.98,2016,7,7,Thursday,3,0
2016-12-09,40.68,2016,12,9,Friday,4,0
2016-12-08,1085.87,2016,12,8,Thursday,3,0
2016-11-23,100.616,2016,11,23,Wednesday,2,0
2016-11-03,9.248,2016,11,3,Thursday,3,0
2016-10-20,338.54,2016,10,20,Thursday,3,0
2016-06-26,135.95,2016,6,26,Sunday,6,1
2016-11-29,242.176,2016,11,29,Tuesday,1,0
2016-01-02,405.92,2016,1,2,Saturday,5,1
2016-09-15,35.4,2016,9,15,Thursday,3,0
2016-12-30,72.224,2016,12,30,Friday,4,0
2016-05-05,305.496,2016,5,5,Thursday,3,0
2016-11-25,883.32,2016,11,25,Friday,4,0
2016-08-26,31.008,2016,8,26,Friday,4,0
2016-06-06,3528.488,2016,6,6,Monday,0,0
2016-12-11,633.176,2016,12,11,Sunday,6,1
2016-09-05,278.4,2016,9,5,Monday,0,0
2016-07-21,423.05,2016,7,21,Thursday,3,0
2016-12-03,772.68,2016,12,3,Saturday,5,1
2016-06-28,41.32,2016,6,28,Tuesday,1,0
2016-05-09,8.0,2016,5,9,Monday,0,0
2016-08-29,27.93,2016,8,29,Monday,0,0
2016-03-26,34.68,2016,3,26,Saturday,5,1
2016-12-05,407.976,2016,12,5,Monday,0,0
2016-04-01,46.002,2016,4,1,Friday,4,0
2016-05-10,11.96,2016,5,10,Tuesday,1,0
2016-02-07,30.352,2016,2,7,Sunday,6,1
2016-11-07,90.396,2016,11,7,Monday,0,0
2016-07-18,33.8,2016,7,18,Monday,0,0
2016-10-21,615.406,2016,10,21,Friday,4,0
2016-09-29,40.88,2016,9,29,Thursday,3,0
2016-04-28,385.288,2016,4,28,Thursday,3,0
2016-04-05,887.966,2016,4,5,Tuesday,1,0
2016-06-27,201.584,2016,6,27,Monday,0,0
2016-03-14,392.06,2016,3,14,Monday,0,0
2016-07-18,55.992,2016,7,18,Monday,0,0
2016-04-23,351.51,2016,4,23,Saturday,5,1
2016-09-16,121.78,2016,9,16,Friday,4,0
2016-12-11,1252.636,2016,12,11,Sunday,6,1
2016-04-03,10.272,2016,4,3,Sunday,6,1
2016-11-04,1106.924,2016,11,4,Friday,4,0
2016-11-27,167.292,2016,11,27,Sunday,6,1
2016-11-10,9.98,2016,11,10,Thursday,3,0
2016-06-30,1302.83,2016,6,30,Thursday,3,0
2016-09-05,103.054,2016,9,5,Monday,0,0
2016-12-06,1671.08,2016,12,6,Tuesday,1,0
2016-07-23,11.416,2016,7,23,Saturday,5,1
2016-10-07,27.264,2016,10,7,Friday,4,0
2016-12-27,34.048,2016,12,27,Tuesday,1,0
2016-05-11,5.98,2016,5,11,Wednesday,2,0
2016-03-20,86.45,2016,3,20,Sunday,6,1
2016-03-28,31.4,2016,3,28,Monday,0,0
2016-07-24,253.764,2016,7,24,Sunday,6,1
2016-02-08,241.5,2016,2,8,Monday,0,0
2016-03-21,100.716,2016,3,21,Monday,0,0
2016-11-28,2673.69,2016,11,28,Monday,0,0
2016-08-26,186.54,2016,8,26,Friday,4,0
2016-09-27,2.907,2016,9,27,Tuesday,1,0
2016-10-07,4.928,2016,10,7,Friday,4,0
2016-11-04,1465.032,2016,11,4,Friday,4,0
2016-11-10,45.616,2016,11,10,Thursday,3,0
2016-05-03,55.972,2016,5,3,Tuesday,1,0
2016-11-24,1219.96,2016,11,24,Thursday,3,0
2016-04-12,250.416,2016,4,12,Tuesday,1,0
2016-12-05,3.536,2016,12,5,Monday,0,0
2016-11-04,209.88,2016,11,4,Friday,4,0
2016-07-19,1110.5,2016,7,19,Tuesday,1,0
2016-12-02,2781.77,2016,12,2,Friday,4,0
2016-01-10,24.85,2016,1,10,Sunday,6,1
2016-12-30,16.52,2016,12,30,Friday,4,0
2016-10-17,120.666,2016,10,17,Monday,0,0
2016-09-03,54.5,2016,9,3,Saturday,5,1
2016-06-12,23.12,2016,6,12,Sunday,6,1
2016-09-17,547.33,2016,9,17,Saturday,5,1
2016-09-11,59.948,2016,9,11,Sunday,6,1
2016-09-10,67.56,2016,9,10,Saturday,5,1
2016-11-12,878.328,2016,11,12,Saturday,5,1
2016-01-30,17.456,2016,1,30,Saturday,5,1
2016-09-05,9.248,2016,9,5,Monday,0,0
2016-11-19,147.912,2016,11,19,Saturday,5,1
2016-07-29,732.156,2016,7,29,Friday,4,0
2016-03-04,128.4,2016,3,4,Friday,4,0
2016-05-08,211.96,2016,5,8,Sunday,6,1
2016-04-14,81.2,2016,4,14,Thursday,3,0
2016-12-02,812.68,2016,12,2,Friday,4,0
2016-05-01,377.346,2016,5,1,Sunday,6,1
2016-06-03,71.088,2016,6,3,Friday,4,0
2016-11-07,12.9,2016,11,7,Monday,0,0
2016-07-10,341.991,2016,7,10,Sunday,6,1
2016-02-11,69.93,2016,2,11,Thursday,3,0
2016-02-25,46.72,2016,2,25,Thursday,3,0
2016-10-22,31.4,2016,10,22,Saturday,5,1
2016-06-05,386.48,2016,6,5,Sunday,6,1
2016-03-05,162.344,2016,3,5,Saturday,5,1
2016-07-23,324.387,2016,7,23,Saturday,5,1
2016-12-11,1937.924,2016,12,11,Sunday,6,1
2016-11-25,5.08,2016,11,25,Friday,4,0
2016-10-23,70.972,2016,10,23,Sunday,6,1
2016-11-24,25.35,2016,11,24,Thursday,3,0
2016-05-15,15.232,2016,5,15,Sunday,6,1
2016-09-26,12.96,2016,9,26,Monday,0,0
2016-11-04,50.496,2016,11,4,Friday,4,0
2016-06-04,1562.694,2016,6,4,Saturday,5,1
2016-09-10,143.24,2016,9,10,Saturday,5,1
2016-08-30,387.0,2016,8,30,Tuesday,1,0
2016-08-15,75.126,2016,8,15,Monday,0,0
2016-11-18,129.032,2016,11,18,Friday,4,0
2016-06-24,8.712,2016,6,24,Friday,4,0
2016-10-24,199.99,2016,10,24,Monday,0,0
2016-04-16,158.256,2016,4,16,Saturday,5,1
2016-10-21,106.08,2016,10,21,Friday,4,0
2016-05-30,138.53,2016,5,30,Monday,0,0
2016-09-02,999.98,2016,9,2,Friday,4,0
2016-11-04,38.29,2016,11,4,Friday,4,0
2016-02-20,16.496,2016,2,20,Saturday,5,1
2016-11-14,37.63,2016,11,14,Monday,0,0
2016-04-14,25.06,2016,4,14,Thursday,3,0
2016-09-22,63.968,2016,9,22,Thursday,3,0
2016-04-01,560.78,2016,4,1,Friday,4,0
2016-09-20,163.88,2016,9,20,Tuesday,1,0
2016-01-15,81.98,2016,1,15,Friday,4,0
2016-04-04,588.784,2016,4,4,Monday,0,0
2016-08-15,533.09,2016,8,15,Monday,0,0
2016-10-30,11.68,2016,10,30,Sunday,6,1
2016-05-12,54.9,2016,5,12,Thursday,3,0
2016-12-22,65.944,2016,12,22,Thursday,3,0
2016-03-29,498.608,2016,3,29,Tuesday,1,0
2016-08-12,6.48,2016,8,12,Friday,4,0
2016-04-28,30.344,2016,4,28,Thursday,3,0
2016-04-03,331.08,2016,4,3,Sunday,6,1
2016-03-03,134.85,2016,3,3,Thursday,3,0
2016-08-21,33.44,2016,8,21,Sunday,6,1
2016-01-30,2067.796,2016,1,30,Saturday,5,1
2016-01-25,831.502,2016,1,25,Monday,0,0
2016-04-24,258.696,2016,4,24,Sunday,6,1
2016-09-19,2545.12,2016,9,19,Monday,0,0
2016-06-21,0.836,2016,6,21,Tuesday,1,0
2016-12-20,66.3,2016,12,20,Tuesday,1,0
2016-07-03,706.86,2016,7,3,Sunday,6,1
2016-09-19,8.928,2016,9,19,Monday,0,0
2016-05-29,1002.7,2016,5,29,Sunday,6,1
2016-09-04,535.41,2016,9,4,Sunday,6,1
2016-11-07,479.97,2016,11,7,Monday,0,0
2016-05-31,186.852,2016,5,31,Tuesday,1,0
2016-11-03,903.77,2016,11,3,Thursday,3,0
2016-10-20,19.296,2016,10,20,Thursday,3,0
2016-02-16,167.182,2016,2,16,Tuesday,1,0
2016-08-08,23.34,2016,8,8,Monday,0,0
2016-03-08,1466.32,2016,3,8,Tuesday,1,0
2016-05-09,93.98,2016,5,9,Monday,0,0
2016-06-20,66.8,2016,6,20,Monday,0,0
2016-07-14,29.61,2016,7,14,Thursday,3,0
2016-10-21,111.672,2016,10,21,Friday,4,0
2016-03-10,3384.45,2016,3,10,Thursday,3,0
2016-12-25,2563.056,2016,12,25,Sunday,6,1
2016-12-12,107.07,2016,12,12,Monday,0,0
2016-11-25,1745.91,2016,11,25,Friday,4,0
2016-10-22,116.96,2016,10,22,Saturday,5,1
2016-06-11,22.16,2016,6,11,Saturday,5,1
2016-05-19,821.224,2016,5,19,Thursday,3,0
2016-09-26,366.78,2016,9,26,Monday,0,0
2016-09-04,66.288,2016,9,4,Sunday,6,1
2017-11-06,29.69,2017,11,6,Monday,0,0
2017-05-28,152.59,2017,5,28,Sunday,6,1
2017-11-26,1115.25,2017,11,26,Sunday,6,1
2017-09-20,7359.918,2017,9,20,Wednesday,2,0
2017-09-07,49.688,2017,9,7,Thursday,3,0
2016-12-31,302.376,2016,12,31,Saturday,5,1
2017-07-05,396.394,2017,7,5,Wednesday,2,0
2017-12-11,149.872,2017,12,11,Monday,0,0
2017-10-15,11.68,2017,10,15,Sunday,6,1
2017-09-29,372.446,2017,9,29,Friday,4,0
2017-09-07,73.008,2017,9,7,Thursday,3,0
2017-10-21,23.992,2017,10,21,Saturday,5,1
2017-06-24,421.42,2017,6,24,Saturday,5,1
2017-12-22,141.96,2017,12,22,Friday,4,0
2017-06-04,12.48,2017,6,4,Sunday,6,1
2017-08-11,25.92,2017,8,11,Friday,4,0
2017-03-31,782.4,2017,3,31,Friday,4,0
2017-08-13,36.024,2017,8,13,Sunday,6,1
2017-11-16,48.86,2017,11,16,Thursday,3,0
2017-04-20,347.378,2017,4,20,Thursday,3,0
2017-11-03,1030.742,2017,11,3,Friday,4,0
2017-06-26,272.94,2017,6,26,Monday,0,0
2017-06-29,1295.78,2017,6,29,Thursday,3,0
2017-05-13,58.48,2017,5,13,Saturday,5,1
2017-09-04,30.384,2017,9,4,Monday,0,0
2017-11-21,47.744,2017,11,21,Tuesday,1,0
2017-09-09,99.87,2017,9,9,Saturday,5,1
2017-11-17,699.4,2017,11,17,Friday,4,0
2017-06-09,720.76,2017,6,9,Friday,4,0
2017-08-29,148.02,2017,8,29,Tuesday,1,0
2017-11-19,843.84,2017,11,19,Sunday,6,1
2017-06-21,59.176,2017,6,21,Wednesday,2,0
2017-03-25,6.848,2017,3,25,Saturday,5,1
2017-09-04,56.136,2017,9,4,Monday,0,0
2017-08-25,13.152,2017,8,25,Friday,4,0
2017-11-27,410.71,2017,11,27,Monday,0,0
2017-08-27,14.336,2017,8,27,Sunday,6,1
2017-10-02,93.724,2017,10,2,Monday,0,0
2017-12-28,340.704,2017,12,28,Thursday,3,0
2017-06-20,249.79,2017,6,20,Tuesday,1,0
2017-07-29,61.216,2017,7,29,Saturday,5,1
2017-09-28,9.24,2017,9,28,Thursday,3,0
2017-10-22,177.225,2017,10,22,Sunday,6,1
2017-03-24,12.768,2017,3,24,Friday,4,0
2017-11-25,5.16,2017,11,25,Saturday,5,1
2017-04-23,30.352,2017,4,23,Sunday,6,1
2017-08-19,2.296,2017,8,19,Saturday,5,1
2017-10-03,171.288,2017,10,3,Tuesday,1,0
2017-12-11,63.34,2017,12,11,Monday,0,0
2017-12-01,627.84,2017,12,1,Friday,4,0
2017-11-24,10.824,2017,11,24,Friday,4,0
2017-02-28,17.62,2017,2,28,Tuesday,1,0
2017-12-18,51.99,2017,12,18,Monday,0,0
2017-07-13,373.94,2017,7,13,Thursday,3,0
2017-12-20,364.272,2017,12,20,Wednesday,2,0
2017-05-01,3740.51,2017,5,1,Monday,0,0
2017-09-02,11.696,2017,9,2,Saturday,5,1
2017-11-30,2.368,2017,11,30,Thursday,3,0
2017-09-23,212.91,2017,9,23,Saturday,5,1
2017-06-13,683.022,2017,6,13,Tuesday,1,0
2017-12-02,1378.948,2017,12,2,Saturday,5,1
2017-12-09,1096.488,2017,12,9,Saturday,5,1
2017-05-15,49.896,2017,5,15,Monday,0,0
2017-11-27,190.67,2017,11,27,Monday,0,0
2017-06-11,3.76,2017,6,11,Sunday,6,1
2017-11-04,248.396,2017,11,4,Saturday,5,1
2017-12-09,54.9,2017,12,9,Saturday,5,1
2017-10-26,55.616,2017,10,26,Thursday,3,0
2017-09-05,177.08,2017,9,5,Tuesday,1,0
2017-09-04,1322.352,2017,9,4,Monday,0,0
2017-03-31,84.95,2017,3,31,Friday,4,0
2017-05-07,419.944,2017,5,7,Sunday,6,1
2017-03-09,199.98,2017,3,9,Thursday,3,0
2017-11-05,796.036,2017,11,5,Sunday,6,1
2017-06-30,75.792,2017,6,30,Friday,4,0
2017-09-22,67.4,2017,9,22,Friday,4,0
2017-09-19,190.01,2017,9,19,Tuesday,1,0
2017-11-03,26.4,2017,11,3,Friday,4,0
2017-10-20,59.824,2017,10,20,Friday,4,0
2017-11-23,24.048,2017,11,23,Thursday,3,0
2017-10-13,1541.51,2017,10,13,Friday,4,0
2017-11-27,114.414,2017,11,27,Monday,0,0
2017-11-21,739.736,2017,11,21,Tuesday,1,0
2017-12-03,13.592,2017,12,3,Sunday,6,1
2017-12-17,315.896,2017,12,17,Sunday,6,1
2017-07-21,97.056,2017,7,21,Friday,4,0
2017-11-20,209.568,2017,11,20,Monday,0,0
2017-07-23,41.4,2017,7,23,Sunday,6,1
2017-09-23,9.248,2017,9,23,Saturday,5,1
2017-09-12,8.36,2017,9,12,Tuesday,1,0
2017-11-24,13.762,2017,11,24,Friday,4,0
2017-09-07,1577.94,2017,9,7,Thursday,3,0
2017-12-01,629.64,2017,12,1,Friday,4,0
2017-10-07,307.666,2017,10,7,Saturday,5,1
2017-04-23,54.9,2017,4,23,Sunday,6,1
2017-08-29,9.408,2017,8,29,Tuesday,1,0
2017-12-05,205.03,2017,12,5,Tuesday,1,0
2017-03-08,174.56,2017,3,8,Wednesday,2,0
2017-12-02,12.16,2017,12,2,Saturday,5,1
2017-11-01,230.69,2017,11,1,Wednesday,2,0
2017-01-30,340.22,2017,1,30,Monday,0,0
2017-05-13,20.768,2017,5,13,Saturday,5,1
2017-12-16,33.376,2017,12,16,Saturday,5,1
2017-07-05,79.96,2017,7,5,Wednesday,2,0
2017-05-12,87.6,2017,5,12,Friday,4,0
2017-01-24,412.996,2017,1,24,Tuesday,1,0
2017-11-10,1362.056,2017,11,10,Friday,4,0
2017-02-23,37.44,2017,2,23,Thursday,3,0
2017-07-21,951.98,2017,7,21,Friday,4,0
2017-05-29,79.344,2017,5,29,Monday,0,0
2017-02-13,914.12,2017,2,13,Monday,0,0
2017-10-20,24.55,2017,10,20,Friday,4,0
2017-06-13,291.136,2017,6,13,Tuesday,1,0
2017-11-18,552.856,2017,11,18,Saturday,5,1
2017-03-02,627.48,2017,3,2,Thursday,3,0
2017-02-13,17.94,2017,2,13,Monday,0,0
2017-11-18,74.95,2017,11,18,Saturday,5,1
2017-12-22,108.13,2017,12,22,Friday,4,0
2017-07-07,17.472,2017,7,7,Friday,4,0
2017-06-24,21.744,2017,6,24,Saturday,5,1
2017-11-21,52.496,2017,11,21,Tuesday,1,0
2017-11-04,23.68,2017,11,4,Saturday,5,1
2017-03-25,11.05,2017,3,25,Saturday,5,1
2017-06-16,1231.5,2017,6,16,Friday,4,0
2017-12-05,334.52,2017,12,5,Tuesday,1,0
2017-08-20,25.92,2017,8,20,Sunday,6,1
2017-11-30,899.11,2017,11,30,Thursday,3,0
2017-03-19,976.828,2017,3,19,Sunday,6,1
2017-02-20,9.432,2017,2,20,Monday,0,0
2017-12-20,13.464,2017,12,20,Wednesday,2,0
2017-10-08,419.832,2017,10,8,Sunday,6,1
2017-11-24,33.29,2017,11,24,Friday,4,0
2017-12-25,141.0,2017,12,25,Monday,0,0
2017-09-17,1749.902,2017,9,17,Sunday,6,1
2017-02-20,238.198,2017,2,20,Monday,0,0
2017-06-22,487.96,2017,6,22,Thursday,3,0
2017-03-13,1332.496,2017,3,13,Monday,0,0
2017-12-18,18.96,2017,12,18,Monday,0,0
2017-10-02,1687.26,2017,10,2,Monday,0,0
2017-08-14,418.296,2017,8,14,Monday,0,0
2017-05-05,120.783,2017,5,5,Friday,4,0
2017-10-15,87.92,2017,10,15,Sunday,6,1
2017-07-12,3.816,2017,7,12,Wednesday,2,0
2017-10-23,337.818,2017,10,23,Monday,0,0
2017-06-10,132.52,2017,6,10,Saturday,5,1
2017-09-18,163.38,2017,9,18,Monday,0,0
2017-04-02,11.12,2017,4,2,Sunday,6,1
2017-10-19,330.4712,2017,10,19,Thursday,3,0
2017-08-12,20.736,2017,8,12,Saturday,5,1
2017-11-06,1.248,2017,11,6,Monday,0,0
2017-07-03,102.3,2017,7,3,Monday,0,0
2017-12-21,375.34,2017,12,21,Thursday,3,0
2017-07-07,5.94,2017,7,7,Friday,4,0
2017-06-01,189.918,2017,6,1,Thursday,3,0
2017-06-20,36.352,2017,6,20,Tuesday,1,0
2017-03-13,780.086,2017,3,13,Monday,0,0
2017-11-14,8.64,2017,11,14,Tuesday,1,0
2017-12-17,11.808,2017,12,17,Sunday,6,1
2017-11-27,136.328,2017,11,27,Monday,0,0
2017-06-26,913.168,2017,6,26,Monday,0,0
2017-06-10,1347.52,2017,6,10,Saturday,5,1
2017-11-06,2595.388,2017,11,6,Monday,0,0
2017-07-27,194.848,2017,7,27,Thursday,3,0
2017-09-07,19.76,2017,9,7,Thursday,3,0
2017-04-06,106.32,2017,4,6,Thursday,3,0
2017-09-05,2.78,2017,9,5,Tuesday,1,0
2017-11-30,25.83,2017,11,30,Thursday,3,0
2017-08-31,696.08,2017,8,31,Thursday,3,0
2017-12-17,28.16,2017,12,17,Sunday,6,1
2017-12-21,23.88,2017,12,21,Thursday,3,0
2017-01-01,48.896,2017,1,1,Sunday,6,1
2017-02-05,2011.9,2017,2,5,Sunday,6,1
2017-05-05,6.68,2017,5,5,Friday,4,0
2017-12-14,457.176,2017,12,14,Thursday,3,0
2017-03-13,174.3,2017,3,13,Monday,0,0
2017-11-06,46.26,2017,11,6,Monday,0,0
2017-10-19,29.472,2017,10,19,Thursday,3,0
2017-12-10,108.8,2017,12,10,Sunday,6,1
2017-05-08,41.472,2017,5,8,Monday,0,0
2017-11-18,143.48,2017,11,18,Saturday,5,1
2017-11-23,7.476,2017,11,23,Thursday,3,0
2017-05-26,12.96,2017,5,26,Friday,4,0
2017-11-21,27.42,2017,11,21,Tuesday,1,0
2017-09-01,42.91,2017,9,1,Friday,4,0
2017-07-02,169.192,2017,7,2,Sunday,6,1
2017-12-13,31.44,2017,12,13,Wednesday,2,0
2017-01-12,9.78,2017,1,12,Thursday,3,0
2017-11-29,491.888,2017,11,29,Wednesday,2,0
2017-04-16,308.753,2017,4,16,Sunday,6,1
2017-11-16,23.36,2017,11,16,Thursday,3,0
2017-11-15,559.2,2017,11,15,Wednesday,2,0
2017-12-18,12.672,2017,12,18,Monday,0,0
2017-12-10,34.5,2017,12,10,Sunday,6,1
2017-04-30,26.056,2017,4,30,Sunday,6,1
2017-12-09,444.768,2017,12,9,Saturday,5,1
2017-06-12,954.548,2017,6,12,Monday,0,0
2017-03-21,745.28,2017,3,21,Tuesday,1,0
2017-04-23,244.65,2017,4,23,Sunday,6,1
2017-07-08,1058.108,2017,7,8,Saturday,5,1
2017-10-07,1324.574,2017,10,7,Saturday,5,1
2017-09-12,91.14,2017,9,12,Tuesday,1,0
2017-12-25,31.8,2017,12,25,Monday,0,0
2017-07-27,558.81,2017,7,27,Thursday,3,0
2017-12-08,243.584,2017,12,8,Friday,4,0
2017-09-24,103.056,2017,9,24,Sunday,6,1
2017-09-14,20.12,2017,9,14,Thursday,3,0
2017-02-17,1448.853,2017,2,17,Friday,4,0
2017-10-06,40.99,2017,10,6,Friday,4,0
